0.9999999999 0
0.8843378305 -0.02459184912
0.7515610683 -0.04719197808
0.618220024 -0.06617675858
0.4843436508 -0.08090419119
0.4091328588 -0.08654584833
0.3337676803 -0.08949087574
0.2583542834 -0.08944741916
0.2139705491 -0.08710316744
0.1697187134 -0.08300531952
0.1258370328 -0.07598016089
0.08265138075 -0.06552583341
0.06148824239 -0.0580558651
0.04100988228 -0.04889583118
0.02192086135 -0.03711018836
0.009841459432 -0.02545324366
0.001919497976 -0.01066480639
0 0
0.007944112902 0.04927395933
0.01403383258 0.06788492935
0.02295432596 0.08530496619
0.03698648296 0.1027662871
0.05447005344 0.1167845043
0.07415564293 0.1275327921
0.1056399412 0.1394026766
0.1382178396 0.1478798063
0.1713174803 0.1540367784
0.2046893264 0.1585038478
0.2718249024 0.1636556754
0.3391494505 0.1650125976
0.4064670747 0.1632971687
0.4736536395 0.1587613653
0.5627332826 0.1476255465
0.6506107893 0.129323458
0.7366394033 0.1036719432
0.8211358034 0.07330235564
0.9047675307 0.0406175946
0.9999999999 0
